player,arm,samples,estimated_mean,estimated_std
0.0,37.0,13.0,8.70465432218353,1.9828409655929593
0.0,38.0,10.0,0.1328681084632904,0.03822581811535976
0.0,39.0,26.0,9.349513452059306,4.131729419696275
0.0,40.0,12.0,4.991782794037057,1.9642035682950116
0.0,41.0,119.0,9.378284332787107,6.312689339097481
0.0,42.0,33.0,9.355431995709953,6.208469193870154
0.0,43.0,50.0,9.344968138141118,5.027698475693297
0.0,44.0,10.0,1.8349719366241364,0.0280516323825872
0.0,45.0,12.0,3.7110575820785057,3.4736683887200956
0.0,46.0,40.0,9.370692419146732,5.905385644940596
0.0,47.0,52.0,9.391221020378085,3.9171405446495267
0.0,48.0,12.0,7.245115343335076,1.3249796033330234
0.0,49.0,17.0,9.24934753666659,2.4885103417709895
0.0,50.0,17.0,9.290985264288443,1.6792723500721227
0.0,51.0,10.0,6.798916229963014,0.02910873891144865
0.0,52.0,11.0,1.0000676201830392,0.8941850315574617
0.0,53.0,11.0,2.1274943888259705,1.9284266270653623
0.0,54.0,47.0,9.32973557157201,5.429823666719032
0.0,55.0,11.0,8.589956618168415,3.4001389779548785
0.0,56.0,31.0,9.271763802133218,5.060949687291184
0.0,57.0,10.0,1.4829152756960904,0.027355604933415063
0.0,58.0,12.0,7.3018393572429074,6.206223996559745
0.0,59.0,10.0,0.8524397843898049,0.022051505216730324
1.0,0.0,45.0,9.076819500201566,5.0316718571714585
1.0,1.0,12.0,7.2634512572072545,5.955298851908309
1.0,2.0,40.0,9.020563949357175,4.135960668216144
1.0,3.0,11.0,4.017951020910422,3.570263609117401
1.0,4.0,50.0,9.067328762485177,3.485870788113885
1.0,5.0,47.0,9.039930321145297,3.5104044055736856
1.0,6.0,15.0,9.027828460346548,6.990372873623014
1.0,7.0,10.0,3.7177139372583605,0.03393851504962608
1.0,8.0,52.0,9.018859434545652,4.91933268202986
1.0,9.0,60.0,9.07277376674049,4.4676107178568785
1.0,10.0,12.0,8.853740280952417,0.776509497203904
1.0,11.0,13.0,2.459357413747548,1.1917307141215259
1.0,12.0,10.0,3.2883224363239294,0.030643405383808674
1.0,13.0,11.0,9.055662450304455,0.47413663536965533
1.0,14.0,18.0,8.999172240391903,2.216319266414788
1.0,15.0,14.0,9.075021835149439,7.1612841788257
1.0,16.0,12.0,8.385239606758459,0.594087517878565
1.0,17.0,11.0,6.768013543513429,1.2839673755091954
1.0,18.0,33.0,9.072728323976678,3.7989898393359938
1.0,19.0,29.0,9.0431866460936,3.2806141544555
1.0,20.0,13.0,6.607697418248852,0.5871391868445899
1.0,21.0,12.0,5.809277913303531,5.460126639834295
1.0,22.0,11.0,2.2221892795836435,0.9023301139857011
1.0,23.0,19.0,8.97961422124765,2.609585572056241
1.0,24.0,10.0,6.9498229215992655,0.029884262506485196
1.0,25.0,78.0,9.050845962730238,3.635603354494385
1.0,26.0,48.0,9.050396639792265,3.0258998609899805
1.0,27.0,39.0,9.057858054891318,4.846718541604656
1.0,28.0,11.0,0.601454602923287,0.27307545620417917
1.0,29.0,11.0,8.887868690556466,0.4537554673047228
1.0,30.0,45.0,9.019796574117988,3.7960842104367547
1.0,31.0,12.0,7.920560450687448,0.3918004331969336
1.0,32.0,11.0,6.707191075196024,0.03319820552345451
1.0,33.0,30.0,9.050321652696828,2.751299438823343
1.0,34.0,11.0,1.2931643831432316,0.5076014439523489
1.0,35.0,65.0,9.056748854364832,3.984360491510401
1.0,36.0,58.0,9.034686549408773,4.819177504028158
1.0,37.0,10.0,7.8854894040396175,0.031440071301161616
1.0,38.0,11.0,0.14841191672523327,0.06920565568920589
1.0,39.0,33.0,9.064403726224413,3.542659456828108
1.0,40.0,12.0,7.030302424231107,6.588185225646681
1.0,41.0,120.0,9.079214942484619,4.693676565279555
1.0,42.0,49.0,9.056934212850003,5.228898159459025
1.0,43.0,33.0,8.999925394498538,4.680031645600534
1.0,44.0,10.0,1.8337760352918664,0.02252703764609226
1.0,45.0,12.0,3.2854679458910416,2.718013353048834
1.0,46.0,53.0,9.069203044454891,5.043386716861417
1.0,47.0,43.0,9.071926851818073,4.642114276124847
1.0,48.0,14.0,9.037812760214285,7.1733723938372895
1.0,49.0,21.0,9.006237573396884,2.024600443499662
1.0,50.0,18.0,8.865926641264606,2.1803287624694874
1.0,51.0,10.0,6.828544538472554,0.02694613373889853
1.0,52.0,12.0,1.2222081312269126,1.1012351293237121
1.0,53.0,11.0,1.7609325380998806,0.691959749096276
1.0,54.0,55.0,9.041213079313335,5.104948420975269
1.0,55.0,12.0,7.968573374078235,1.454691645884923
1.0,56.0,37.0,9.01288988433512,4.701227143821764
1.0,57.0,10.0,1.4767185622307264,0.02126193814271891
1.0,58.0,12.0,6.355651651144582,2.492111360432156
1.0,59.0,13.0,1.3061187280689568,0.9865970531962082
2.0,0.0,43.0,9.550637796783285,4.969970908014978
2.0,1.0,12.0,7.256133518657699,5.938190910042687
